ensembl_id,lfc_discovery,p_discovery,padj_discovery,lfc_replication,p_replication,padj_replication
ENSG00000138744,-0.859132672378973,6.96248081555881e-17,6.04343334790505e-14,-0.0339086836604456,0.795358389343196,0.841149057636252
ENSG00000084636,2.34700196174628,9.534312110584561e-17,7.86199376638803e-14,1.46804388011058,8.74454405462974e-05,0.0003760333397634
ENSG00000100767,2.23701885098302,2.92750204408253e-16,2.29906493861948e-13,0.707463779086139,9.86937389272907e-05,0.0004180629081005
ENSG00000050555,2.65907608955028,4.20658689721851e-16,3.15341050495126e-13,2.76901817981195,1.69402677036796e-16,1.47904670641412e-14
ENSG00000146038,2.27188512048161,5.10759817390009e-16,3.66236996017219e-13,2.48962615104304,7.464064181010519e-18,8.38949374766761e-16
ENSG00000166145,2.36027115706248,6.60674082288783e-16,4.53993206879442e-13,2.76550970519585,3.0195174512453304e-15,1.93407344868413e-13
ENSG00000182718,1.24166004235855,7.70245335613122e-16,5.08115442997264e-13,2.15188518309728,1.8098060925893799e-29,1.12962705387664e-26
ENSG00000240583,2.09423233297634,8.86142431012933e-16,5.62086960471742e-13,2.09030627484249,1.6908541556958599e-16,1.47904670641412e-14
ENSG00000103064,1.39562751729659,1.29713289132041e-15,7.63815291147246e-13,0.77120114633302,1.80543060683776e-05,9.37417916498982e-05
ENSG00000121570,-2.12376790281598,1.2989510106294701e-15,7.63815291147246e-13,0.128962349619741,0.536489686479666,0.617727507754435
ENSG00000130300,1.88005398079857,1.34311444599019e-15,7.63815291147246e-13,3.62819483463667,2.3903732817146497e-13,9.94189231055711e-12
ENSG00000124875,2.80517030212793,1.63268503049502e-15,8.975413840974619e-13,4.28997164382118,1.4605956400720899e-33,1.64800129604442e-30
ENSG00000234899,2.05643818299549,1.8449874308143e-15,9.81533313193206e-13,-0.365581310094748,0.0406631695510641,0.0727818634502756
ENSG00000176170,2.36809253874725,1.9476468149555203e-15,1.0037684772576998e-12,0.724501637498376,0.0099462806352607,0.0220664061647137
ENSG00000078098,3.05640922228243,2.31177798461708e-15,1.15532856128197e-12,2.70260493952314,1.23146224533127e-13,5.49865699072117e-12
ENSG00000163531,1.7502869689887,3.1385908276697e-15,1.5224011744096698e-12,1.17713364034856,8.3404902613146e-06,4.7788402794126e-05
ENSG00000164318,-1.56769023445902,3.933950601343271e-15,1.8536775233529497e-12,-0.841647102928294,3.9778160393646e-06,2.49985457006855e-05
ENSG00000137819,1.99990336909269,5.002108214262521e-15,2.2915213519338197e-12,1.24894161836009,1.2495020290383101e-09,1.99430857039542e-08
ENSG00000162366,3.06584316510942,6.10105360460173e-15,2.71942097424572e-12,3.40982887519915,5.71932884081447e-14,2.74602669188434e-12
ENSG00000164199,-1.13267455407185,6.985270825864441e-15,3.03160753842517e-12,-0.851673587863233,4.51826099776831e-06,2.79400726455588e-05
ENSG00000010319,2.64779231756111,8.558311559317462e-15,3.6190685701606e-12,1.84377748473056,4.09780515493104e-08,4.32577229309309e-07
ENSG00000119280,1.18880855290616,9.36085593623818e-15,3.859480902511e-12,2.37521415844347,3.31149671895985e-22,7.77168541979249e-20
ENSG00000101384,1.58792807956738,9.75015874535928e-15,3.9219419031333e-12,1.24951074312002,1.03522921343888e-08,1.28848044995516e-07
ENSG00000163393,2.48207366868072,1.00165115048298e-14,3.93315018422984e-12,2.7150679934646,5.02579751037772e-17,4.9309965138609e-15
ENSG00000104435,4.8073513444516,1.1710017880179999e-14,4.49120034604485e-12,4.77482641539259,7.81358434156168e-21,1.43262068902533e-18
ENSG00000080293,3.72222312950676,1.98624533771375e-14,7.27936846879447e-12,0.145949640655798,0.46055822167559,0.546868614550114
ENSG00000140416,0.813684249528278,2.17594398727032e-14,7.80123222566567e-12,1.29494833255304,7.228810868309361e-15,4.29234008281044e-13
ENSG00000006327,2.05716942408354,2.46515123427342e-14,8.65005833098665e-12,4.7556965252907,1.55394364890057e-24,5.36311657460555e-22
ENSG00000001626,2.29385001892364,3.43529876378982e-14,1.18031140025879e-11,-0.0782859038914727,0.603981876871623,0.678242701726608
ENSG00000184916,2.20812708767392,3.66460274877601e-14,1.22745195229176e-11,1.09832163575209,0.0026247584767857,0.0070603259375559
ENSG00000196569,1.48996768967062,3.72135566423649e-14,1.22745195229176e-11,1.39406678204639,7.44845096269124e-08,7.36460254268656e-07
ENSG00000128567,1.65298413889462,4.40270046112799e-14,1.4237124706847598e-11,1.07394710151019,2.17949464235601e-07,1.9057423197662e-06
ENSG00000197461,1.90387517064785,5.0129125976209e-14,1.5898645107685398e-11,2.48014033215306,1.2942735459517e-17,1.38068395432869e-15
ENSG00000130635,1.45153761001279,5.93589112779709e-14,1.8470701222571597e-11,1.32455890633195,1.97864594694053e-07,1.74468162006154e-06
ENSG00000106624,2.12377532987642,6.06627622391979e-14,1.8526856941645398e-11,2.04634841755216,1.66717444432029e-08,1.94698365838296e-07
ENSG00000134769,2.74778246568459,6.60990480706982e-14,1.9820100014217298e-11,1.98311509551123,1.45539978556747e-17,1.54694232280462e-15
ENSG00000080709,-1.19101541582125,7.59216973182631e-14,2.2358939860228497e-11,-1.12739134583257,3.98509254595708e-07,3.25011606695015e-06
ENSG00000050165,1.60468082094231,8.288769863209391e-14,2.3982174137552496e-11,1.69191773254819,1.09227093858525e-10,2.2549514605444704e-09
ENSG00000149970,-2.17851085059518,9.14547101121054e-14,2.60046737787731e-11,-0.792632991425475,0.0004981467619652,0.00169261431351
ENSG00000113361,2.5419410445179,9.80108025345925e-14,2.7396511108483e-11,1.86558142410598,2.41398691646346e-12,7.748000019843759e-11
ENSG00000110799,2.11184378233158,1.25753630839561e-13,3.4565481330100594e-11,3.26226841842047,1.33387880159332e-23,3.76256428110978e-21
ENSG00000067798,1.8288054144433,1.89780657629367e-13,5.1309223043008596e-11,-0.499014627164008,0.0002031611930764,0.0007795862341516
ENSG00000102359,0.987950296420098,1.97618363606143e-13,5.2566484719234e-11,1.2916704620422,2.79125558185892e-13,1.1404494951171799e-11
ENSG00000131080,2.76840810194385,2.21455106648626e-13,5.797202569601809e-11,2.49587514362083,1.92340625800531e-13,8.285616150490989e-12
ENSG00000070404,1.55246605720958,3.08907602475836e-13,7.960162781299209e-11,2.00479906025384,1.11620601385392e-13,5.06105403746808e-12
ENSG00000140092,1.51584743569844,3.14493952812064e-13,7.979437338117779e-11,1.75238144660729,3.4098174170097e-13,1.3517622127756299e-11
ENSG00000167191,1.4790724209154,3.50987526507314e-13,8.77043376842217e-11,1.19021475647342,7.38168540518248e-09,9.52701817186243e-08
ENSG00000174059,1.7030933409096,5.03800846255897e-13,1.24010202335108e-10,1.37124599127164,1.01768138026809e-08,1.26887104124867e-07
ENSG00000172965,1.74843520801561,5.18092741561881e-13,1.25652727850567e-10,2.30230454860524,1.1757041289231e-28,6.08073823266506e-26
ENSG00000067445,1.52972417013186,5.26758066369421e-13,1.25902812037167e-10,-0.44787441308817,0.0004136363017206,0.0014432010641387
ENSG00000141934,2.12635904385689,6.80609148051395e-13,1.60351515280909e-10,1.83073864907297,8.26593210727339e-09,1.05384347804855e-07
ENSG00000163520,1.60242413987173,9.22887488624799e-13,2.14369865667608e-10,1.93791865338625,6.48422886236393e-08,6.49441235596819e-07
ENSG00000100362,-1.82851516773609,1.03747689123712e-12,2.37639845698369e-10,-0.216328851200935,0.378367004844092,0.46614204829944
ENSG00000076662,-1.08666295218113,1.3717168020746898e-12,3.09895253422134e-10,0.176182252155893,0.33145442209226,0.418667251948268
ENSG00000124225,1.59754695963786,1.5963340723727098e-12,3.5102322028761103e-10,1.43018700882274,1.27592693623959e-05,6.92005779284978e-05
ENSG00000187634,1.74520889378155,1.80884471835289e-12,3.92519303882577e-10,2.29649264732828,2.30066267724085e-07,1.99327348787766e-06
ENSG00000150594,2.3987366059832,2.1950819860288798e-12,4.70146650825822e-10,2.31477872479173,2.9531376541864e-11,7.03763169969229e-10
ENSG00000168542,1.04028470007679,2.7925175808990698e-12,5.90438460822916e-10,0.965325196908666,0.0001155457312554,0.0004788316954528
ENSG00000087076,-1.90059534596883,3.04606516729899e-12,6.3589502201386e-10,-0.850368256383132,0.0011941023758727,0.0035880556487352
ENSG00000135063,2.57716160335124,3.5370442750408397e-12,7.291616772996701e-10,0.775713274468453,0.0026216609175706,0.0070532872962081
ENSG00000129038,2.39972910170253,4.00473287769553e-12,8.15383390357466e-10,1.90398919643411,7.82241839168934e-07,5.89464335829947e-06
ENSG00000164402,0.522146963590096,4.0726931322074095e-12,8.1910798946786e-10,0.989330626972809,9.29845985975536e-13,3.2904658437368296e-11
ENSG00000100968,1.82453997234972,4.64037775257239e-12,9.22037468619564e-10,1.02817882234032,0.0005132680965409,0.0017361043330017
ENSG00000126878,1.75255068774407,4.71082882238792e-12,9.24892725462163e-10,0.602146872904845,0.0141239969206573,0.0297445494375019
ENSG00000174640,1.93112726098977,5.111419856066419e-12,9.889818120261721e-10,2.01082371347679,1.95799406605054e-09,2.9746097318311e-08
ENSG00000145506,2.26236510926798,5.15719353833682e-12,9.889818120261721e-10,2.47482493412665,5.08415487526471e-07,4.03104776812879e-06
ENSG00000182541,0.683974989348953,5.5690564838208696e-12,1.05568827047326e-09,0.90272976966101,3.6259486236068805e-09,5.06769074902961e-08
ENSG00000019102,2.06604022211038,6.06199297011813e-12,1.13607259162714e-09,2.46098578371472,2.5360971222353302e-17,2.5922977413900904e-15
ENSG00000269751,1.63957234604746,6.3551778649092394e-12,1.1776358803155402e-09,1.5842453795495,1.47827679041442e-05,7.88199344303844e-05
ENSG00000142303,1.68159043904126,8.47624165301016e-12,1.539731526198e-09,0.742949301337645,0.0004914204151944,0.001673396320388
ENSG00000169031,2.3287254872996,8.49597191874958e-12,1.539731526198e-09,1.3788962558244,1.57124996587996e-07,1.42441869589167e-06
ENSG00000108821,1.76440026844167,1.01231646740638e-11,1.81468730222458e-09,2.16166430662719,2.00220316499129e-08,2.28725202679847e-07
ENSG00000159713,1.85988320004241,1.50922949275154e-11,2.67636696714606e-09,1.71821706239694,3.27643302368979e-07,2.71441511389336e-06
ENSG00000014914,1.39107455960054,1.60995351202629e-11,2.82461205535507e-09,1.15158829269929,3.89835162493685e-07,3.18291242051621e-06
ENSG00000154654,-2.24257878307341,1.70898151907259e-11,2.96679191711001e-09,-1.78832889549269,9.04153586780164e-10,1.49516626954808e-08
ENSG00000107317,2.24739485186768,2.00219667456234e-11,3.4396070371752203e-09,0.998222081094941,0.0081604307377037,0.0186270149487456
ENSG00000154065,1.25070993175351,2.2010074545689296e-11,3.7421664887372e-09,0.979614747213433,5.84516958429027e-07,4.56776491541661e-06
ENSG00000162458,1.35217871508657,2.2432192957685598e-11,3.757110322135781e-09,1.43555844142236,1.19117993632771e-08,1.45420119068288e-07
ENSG00000023171,1.60074330877028,2.2553597010153e-11,3.757110322135781e-09,0.87299436734396,0.0001656555934304,0.0006533574198541
ENSG00000122870,1.78386252827311,2.34612347056863e-11,3.86922682766178e-09,1.79035100755653,1.51183876978415e-14,8.33284543312569e-13
ENSG00000175832,2.11259492888859,2.4239966764392697e-11,3.9580745730531105e-09,-0.276851444858789,0.126901948505844,0.189638610430821
ENSG00000071282,1.35499005666034,2.7997940409706496e-11,4.526882678792941e-09,1.96875714666786,4.05222952318437e-14,2.06024619223807e-12
ENSG00000112394,-1.05727736250886,2.8769387785510797e-11,4.606453819015961e-09,-0.831223659156264,1.40780424455947e-06,9.95404804010523e-06
ENSG00000204291,2.68063716337854,3.63906465302437e-11,5.770716755545951e-09,0.833883687122049,0.0001534313662683,0.0006119731557916
ENSG00000233695,1.96578194043054,3.92804014950681e-11,6.1696417281587e-09,0.675395743921133,0.0214591876455766,0.0425131844618136
ENSG00000087245,1.47151233677129,4.17966089671354e-11,6.502921463075451e-09,1.87464091163903,1.61617896728642e-11,4.14442536576176e-10
ENSG00000065154,-1.53393688475329,5.2551774234794194e-11,8.09984916523575e-09,-0.133043644355505,0.521605899620251,0.604246706084583
ENSG00000165359,1.09867551603601,5.3832215200914095e-11,8.2203786397544e-09,1.07012197804109,4.36102886639462e-08,4.58384603455939e-07
ENSG00000112655,1.570007243025,5.885220740012949e-11,8.90450095819207e-09,-0.300216242313731,0.014479498184735,0.0303841601392979
ENSG00000077274,2.32277559445013,6.490062903837819e-11,9.73037431000849e-09,1.77905016524899,8.33206683984123e-08,8.13409360444533e-07
ENSG00000188549,1.35311343083556,7.03244334336976e-11,1.04075019325376e-08,1.11688987506918,1.11583098840823e-05,6.17040864768027e-05
ENSG00000198074,3.81814264313225,7.067913027190189e-11,1.04075019325376e-08,2.44585993306449,0.00024096028437,0.0009050974266682
ENSG00000165124,1.11611295416988,8.491674032351979e-11,1.23933352337654e-08,1.23280220756731,4.20533930257327e-10,7.56857875952696e-09
ENSG00000087116,0.875190338319395,9.463853582548119e-11,1.36910415160863e-08,1.06836677464477,2.89130357134121e-06,1.88991269092838e-05
ENSG00000143196,1.9078448253513,9.730873393794069e-11,1.39549186096045e-08,1.33528845504704,1.17540387076184e-05,6.45240418275998e-05
ENSG00000197457,1.29354743679165,1.0489914374560901e-10,1.4913764471143e-08,0.777176830167629,0.0014856802596851,0.004335845214696
ENSG00000137731,2.00261027261776,1.10419032580378e-10,1.55643648317572e-08,2.08136686465714,2.51168779956611e-10,4.77220613507566e-09
ENSG00000168502,1.13453803984962,1.19134290374838e-10,1.6650531498829e-08,0.751143777150438,1.35638195975699e-05,7.30777248327474e-05
ENSG00000206052,-1.84820804145122,1.26139706520987e-10,1.74814793272615e-08,-0.673276251314112,0.0025893499097266,0.0069770886674583
ENSG00000131711,1.55764815349888,1.50737511624421e-10,2.07163586809162e-08,2.04734054607001,6.97647283923397e-13,2.53294315856148e-11
ENSG00000104938,-1.43349811234898,1.6939385610672501e-10,2.30879626025794e-08,-0.309605667069345,0.204616286785509,0.281747166821858
ENSG00000101680,2.30867381361895,1.79219248613965e-10,2.42269167880452e-08,0.184067216972205,0.311764191805066,0.398110285905882
ENSG00000152104,1.21181624571012,1.8967361271569201e-10,2.54316847228226e-08,1.0482866947992,1.93051153369616e-12,6.39926399463397e-11
ENSG00000115380,2.40247782536138,2.14786492191558e-10,2.85666034614772e-08,2.98511128993249,7.47653626590935e-16,5.56679360143951e-14
ENSG00000132698,2.23831216562272,2.19511331837868e-10,2.8961447077361e-08,2.57851934214595,1.2711759192905199e-11,3.3717194184725803e-10
ENSG00000104365,0.433859923197908,2.42943112042126e-10,3.15481716834547e-08,0.208053475291503,0.126471993983287,0.189082785419107
ENSG00000161647,1.35031997086027,2.66301514591574e-10,3.40823947307355e-08,0.514599623997017,0.0497736063057102,0.0864613047480054
ENSG00000151067,2.31108568313383,2.67057418535883e-10,3.40823947307355e-08,0.752840630869565,0.0008882947456786,0.0027852730503663
ENSG00000230628,1.17430053608609,2.70717019761727e-10,3.40823947307355e-08,0.359320932781746,0.115103282165767,0.174577080219985
ENSG00000114770,0.790886873560354,2.70724818683383e-10,3.40823947307355e-08,0.240846253946746,0.0256441476211871,0.0494151809389873
ENSG00000205336,1.47824639133504,3.0130734389284003e-10,3.76451569354599e-08,0.845107305680532,1.68808238580911e-06,1.16961702574625e-05
ENSG00000101443,2.28947357939824,3.1988188991669803e-10,3.96653543496705e-08,2.74997736907346,1.58128483383664e-08,1.86149967437527e-07
ENSG00000102452,2.02655897396094,3.68525182095281e-10,4.53560992769804e-08,0.975788254221297,2.12247173174163e-09,3.18424828758938e-08
ENSG00000128342,1.82727173296603,3.71958232108705e-10,4.53789075966773e-08,4.72494867579935,2.9491596384671597e-30,2.05991778938268e-27
ENSG00000138617,-0.418586839255018,3.74213644988364e-10,4.53789075966773e-08,-0.0892256096263535,0.377746665560694,0.465495092871062
ENSG00000099994,1.55393435756308,3.78035132043734e-10,4.55077036325931e-08,3.0456637584149,1.4083483437384e-18,1.8281109297305199e-16
ENSG00000183856,1.78191065595082,4.0664537260012003e-10,4.85970687313129e-08,2.89170821150302,9.59430581737777e-14,4.3909291023181596e-12
ENSG00000082014,1.50082510398539,4.15359497343132e-10,4.92813584905246e-08,0.643160829410625,0.0008387517412685,0.0026491840096741
ENSG00000067057,1.34009697425949,4.34232939700648e-10,5.11526402967363e-08,1.71080626512603,5.7735771009110393e-11,1.28313377145702e-09
ENSG00000143387,1.02540856018287,4.41180371543492e-10,5.16024587765622e-08,0.805776965489452,7.47867721807087e-07,5.67057314213821e-06
ENSG00000124766,1.51063062278374,4.47826555589443e-10,5.18634760364635e-08,2.16659082561872,3.49085069233384e-29,2.1334915814647002e-26
ENSG00000013297,1.43319131058265,4.49701496071688e-10,5.18634760364635e-08,1.2755861986246,4.33316529138183e-27,1.98621464043715e-24
ENSG00000145284,1.369052137847,5.65547616977368e-10,6.47709117999358e-08,-0.873105820354105,1.0737873366914101e-09,1.73557164237901e-08
ENSG00000067715,-1.26272080693783,5.81586074900237e-10,6.61483968776186e-08,-0.322003223955383,0.0643269367315941,0.107520175118877
ENSG00000253368,1.32336792720126,6.160045332876281e-10,6.95831970067093e-08,2.37683659112427,6.296965136030409e-18,7.18785094282444e-16
ENSG00000074047,1.80497874804556,6.334534813098541e-10,7.10674477126675e-08,1.34542322910183,0.0001769092769301,0.0006921593155537
ENSG00000114999,0.452429512822096,6.69764265062764e-10,7.46334612122643e-08,0.356094969884945,1.17459708177331e-05,6.45038936557503e-05
ENSG00000088992,1.70312591829408,7.33266715796803e-10,8.1015278571775e-08,2.37826162063797,3.5852689368988896e-12,1.1036458502924e-10
ENSG00000058085,2.31519483115518,7.36859797827204e-10,8.1015278571775e-08,1.56357390217339,4.79339386988877e-05,0.0002212135730324
ENSG00000167535,1.37214596630213,7.61266719881226e-10,8.31444420151071e-08,-0.026490907717551,0.851237905341551,0.885591715408885
ENSG00000131730,1.84601750756079,7.76445269310279e-10,8.42443117201653e-08,-0.883761968505241,5.210270842360761e-09,7.01783771494468e-08
ENSG00000184292,2.07818367617789,7.92519077977077e-10,8.54263047973723e-08,2.62459219478865,4.5531611776622394e-12,1.36716004409314e-10
ENSG00000142675,2.14925940670948,8.10414664631308e-10,8.67880431759709e-08,1.24969051821483,3.56756696570573e-05,0.000170591922585
ENSG00000137077,1.85652199254243,8.19717319030581e-10,8.72179227448538e-08,2.31746210371835,5.16132345795761e-13,1.9511931051887197e-11
ENSG00000174348,1.56332326785192,8.50910104764178e-10,8.99564708190438e-08,1.53729654131799,1.80335450212685e-11,4.5764020479579006e-10
ENSG00000005884,1.67191475350703,8.946786143080801e-10,9.39811446316487e-08,1.02537754892445,0.0002816194442889,0.0010366499532363
ENSG00000182240,1.09655394998556,1.06750211419818e-09,1.11425600426306e-07,2.4042229574924,4.1433480209573e-14,2.09567685418627e-12
ENSG00000138623,1.43855316782005,1.23678386726506e-09,1.28283267540474e-07,1.68290631692131,4.40244319823276e-07,3.54613052343098e-06
ENSG00000176293,1.30147578044433,1.2798084122604502e-09,1.31916252093746e-07,0.20770736142581,0.127677257714045,0.190554539697763
ENSG00000149418,1.26381465517754,1.29896403299297e-09,1.33059098336149e-07,2.2542601761555,1.14022467305702e-16,1.0388084164223801e-14
ENSG00000139329,1.68652417894794,1.3153777133692e-09,1.3390869906719e-07,2.57124766608911,4.68037392733124e-17,4.62301176876058e-15
ENSG00000109610,2.19848468173784,1.4383036430681e-09,1.45524562463062e-07,3.21135475978866,1.73803173127194e-07,1.5620986172976e-06
ENSG00000165841,-2.50125774229731,1.4878368638836202e-09,1.49618326580297e-07,-1.7965749175581,3.07529533382701e-10,5.72805485162853e-09
ENSG00000160339,-1.25989021841589,1.50073501656541e-09,1.50000738746647e-07,0.0657259910873404,0.786717090095093,0.83415143553692
ENSG00000128262,2.16470918113308,1.7294875486026602e-09,1.71823546093705e-07,0.733416946236227,0.0050140294118037,0.0122986259886852
ENSG00000101444,-0.575764131206378,1.7552390995935e-09,1.73337743895186e-07,0.102763446848545,0.461076074857722,0.5473284397696
ENSG00000182836,1.77447624314134,1.77119827757512e-09,1.73872630915291e-07,1.60902802034071,1.80045494106219e-13,7.801794113884839e-12
ENSG00000179913,2.37631569632293,2.0727996642393803e-09,2.02275811021514e-07,3.16192766150437,2.01697605910252e-13,8.61983366677533e-12
ENSG00000166482,1.3624476003406,2.1579983193967204e-09,2.09351225197004e-07,1.7549457165739,5.7124547469327894e-11,1.27147627053126e-09
ENSG00000104368,1.36078754828984,2.1971044368237e-09,2.11898516795886e-07,1.21195351553099,2.89976281817504e-07,2.44516935998801e-06
ENSG00000007384,0.984753804520192,2.23481871264766e-09,2.1428273377317e-07,1.14192062325956,1.08052106086232e-05,6.00344050027595e-05
ENSG00000113758,1.14021317002472,2.43632126383784e-09,2.32253238631293e-07,1.36246007052657,1.78465057089746e-05,9.28106880834036e-05
ENSG00000119888,2.12074095421338,2.45648443394084e-09,2.3282954761237e-07,2.71708978803261,1.2725930334340402e-15,8.909973562964411e-14
ENSG00000164659,1.21607434021078,2.6668185195541403e-09,2.51320977282782e-07,1.58429233004899,5.530085246284801e-10,9.673856934109172e-09
ENSG00000145632,0.578066626608824,2.71470605907047e-09,2.54380297307899e-07,1.56406011576547,3.55153196240593e-18,4.2352740507780597e-16
ENSG00000019144,1.08191676746592,3.43386405448433e-09,3.18153292059301e-07,0.47450483473388,0.0081878704618019,0.0186838338415854
ENSG00000125966,1.49264763643852,3.5190824040178505e-09,3.23541034460614e-07,0.197468122310348,0.316318109799095,0.403106345311305
ENSG00000003249,1.48813036095123,3.5378712642146e-09,3.23541034460614e-07,1.88983175436098,4.7994108090002e-12,1.42939609637391e-10
ENSG00000120057,1.7795789830452,3.5508687386230403e-09,3.23541034460614e-07,1.79544500640371,9.03733536878015e-09,1.14029793711198e-07
ENSG00000139625,1.09072022604826,3.5886565522826604e-09,3.25187493737613e-07,-0.537565626013727,0.0338988496291119,0.0624501791459198
ENSG00000189143,1.65866086278291,3.60946782196945e-09,3.25286029070602e-07,1.06218908793664,1.2380554314837e-06,8.86492412448276e-06
ENSG00000166900,0.536873500538018,3.947718352824251e-09,3.53835712362921e-07,1.01514578948389,9.85789732007728e-13,3.46752129234757e-11
ENSG00000108654,0.582997308908894,4.09949225984039e-09,3.65453115401555e-07,0.814174615945933,1.4681628245234998e-12,4.95627440969177e-11
ENSG00000154760,1.30541670746989,5.1647894352612406e-09,4.5794466325983e-07,1.09996594091518,1.46797104046333e-08,1.73927295811923e-07
ENSG00000124440,2.31048766513568,5.492318750562231e-09,4.83666022126832e-07,0.283825436894831,0.177929704235264,0.250792572115779
ENSG00000115221,2.00926794011003,5.51353457190422e-09,4.83666022126832e-07,0.287487949152123,0.221582744552754,0.300649895666232
ENSG00000113657,1.22370987237034,5.71096665084741e-09,4.98334719607278e-07,1.95361180628867,5.65946812422592e-14,2.72620947277983e-12
ENSG00000178498,1.07765201553804,5.8842322265927304e-09,5.10751357268249e-07,0.822696278654296,0.0001952719368253,0.0007535513731528
ENSG00000196562,0.935285877615216,6.537154334292291e-09,5.63445717902046e-07,0.763091727155653,3.21079064580358e-05,0.0001554832525343
ENSG00000183853,0.906568615826154,6.559639694227071e-09,5.63445717902046e-07,1.21924750987312,9.037249457945969e-11,1.9045743541544802e-09
ENSG00000223764,1.58852155815217,6.6998449849853805e-09,5.72506961100409e-07,0.582667119539578,0.0301134834307208,0.0565925144089446
ENSG00000108797,1.22795575996673,6.826009937706591e-09,5.80281215941532e-07,-0.145746193298441,0.339351208525978,0.426531087546855
ENSG00000153558,1.59907907394571,7.105642430685831e-09,6.0095515367626e-07,-0.285062503010855,0.0223561395890211,0.0439806673138092
ENSG00000159164,1.33473643573514,7.3240592610757604e-09,6.16267272110518e-07,0.466757897172754,0.0074718516309097,0.0172553128744682
ENSG00000129566,0.526883785827713,7.57837284403241e-09,6.34429060628337e-07,0.447310809966198,6.01758102098461e-05,0.0002702982036925
ENSG00000128482,1.76493919134146,8.03323375000225e-09,6.69111570732511e-07,0.250119935156954,0.32156985282615,0.408485892548191
ENSG00000173894,1.11815707105085,8.38092026877975e-09,6.94563502877968e-07,0.741777064152288,0.0077574616064014,0.0178251076480873
ENSG00000182963,1.62024974945978,8.52363439718604e-09,7.02858892391961e-07,0.090042058360403,0.574208164298964,0.651743817529769
ENSG00000134627,1.09798980730734,8.581103889271511e-09,7.0407743951177e-07,1.04162085700475,5.82888847062358e-06,3.50258648451892e-05
ENSG00000155265,1.67342007192488,8.83664136480028e-09,7.21454897961813e-07,1.20857985788686,0.0003159613944802,0.0011440438741636
ENSG00000135447,-1.02885466187463,8.936238195598651e-09,7.25992316856221e-07,-0.714702143966608,0.0008785250317996,0.0027587679654116
ENSG00000173715,0.933423079692885,1.03164071101115e-08,8.34010715980187e-07,0.361082435006272,0.0138076849331759,0.0292063050832538
ENSG00000143164,-0.373853368758118,1.0429110556806e-08,8.39009225867531e-07,-0.398357238367906,0.0001528283379099,0.0006100656036093
ENSG00000083857,1.30813568449325,1.06750542437516e-08,8.54626187320154e-07,1.5765296788295,1.33936005445557e-16,1.2015739008412401e-14
ENSG00000163710,-1.01061182841275,1.09444124117263e-08,8.71957727025073e-07,-0.537361379039537,0.0184618608024057,0.0373902070072057
ENSG00000133067,1.69480953294177,1.10731097927328e-08,8.77969839912259e-07,0.616933439734784,0.0162550648322624,0.0335320006975071
