ensembl_id	lfc_a	p_a	lfc_b	p_b	concordant
ENSG00000006327	2.05716942408354	2.46515123427342e-14	4.7556965252907	1.55394364890057e-24	True
ENSG00000001626	2.29385001892364	3.43529876378982e-14	-0.0782859038914727	0.603981876871623	False
ENSG00000184916	2.20812708767392	3.66460274877601e-14	1.09832163575209	0.0026247584767857	True
ENSG00000196569	1.48996768967062	3.72135566423649e-14	1.39406678204639	7.44845096269124e-08	True
ENSG00000128567	1.65298413889462	4.40270046112799e-14	1.07394710151019	2.17949464235601e-07	True
ENSG00000197461	1.90387517064785	5.0129125976209e-14	2.48014033215306	1.2942735459517e-17	True
ENSG00000130635	1.45153761001279	5.93589112779709e-14	1.32455890633195	1.97864594694053e-07	True
ENSG00000106624	2.12377532987642	6.06627622391979e-14	2.04634841755216	1.66717444432029e-08	True
ENSG00000134769	2.74778246568459	6.60990480706982e-14	1.98311509551123	1.45539978556747e-17	True
ENSG00000080709	-1.19101541582125	7.59216973182631e-14	-1.12739134583257	3.98509254595708e-07	True
ENSG00000050165	1.60468082094231	8.288769863209391e-14	1.69191773254819	1.09227093858525e-10	True
ENSG00000149970	-2.17851085059518	9.14547101121054e-14	-0.792632991425475	0.0004981467619652	True
ENSG00000113361	2.5419410445179	9.80108025345925e-14	1.86558142410598	2.41398691646346e-12	True
ENSG00000110799	2.11184378233158	1.25753630839561e-13	3.26226841842047	1.33387880159332e-23	True
ENSG00000067798	1.8288054144433	1.89780657629367e-13	-0.499014627164008	0.0002031611930764	False
ENSG00000102359	0.987950296420098	1.97618363606143e-13	1.2916704620422	2.79125558185892e-13	True
ENSG00000131080	2.76840810194385	2.21455106648626e-13	2.49587514362083	1.92340625800531e-13	True
ENSG00000070404	1.55246605720958	3.08907602475836e-13	2.00479906025384	1.11620601385392e-13	True
ENSG00000140092	1.51584743569844	3.14493952812064e-13	1.75238144660729	3.4098174170097e-13	True
ENSG00000167191	1.4790724209154	3.50987526507314e-13	1.19021475647342	7.38168540518248e-09	True
ENSG00000174059	1.7030933409096	5.03800846255897e-13	1.37124599127164	1.01768138026809e-08	True
ENSG00000172965	1.74843520801561	5.18092741561881e-13	2.30230454860524	1.1757041289231e-28	True
ENSG00000067445	1.52972417013186	5.26758066369421e-13	-0.44787441308817	0.0004136363017206	False
ENSG00000141934	2.12635904385689	6.80609148051395e-13	1.83073864907297	8.26593210727339e-09	True
ENSG00000163520	1.60242413987173	9.22887488624799e-13	1.93791865338625	6.48422886236393e-08	True
ENSG00000100362	-1.82851516773609	1.03747689123712e-12	-0.216328851200935	0.378367004844092	True
ENSG00000076662	-1.08666295218113	1.3717168020746898e-12	0.176182252155893	0.33145442209226	False
ENSG00000124225	1.59754695963786	1.5963340723727098e-12	1.43018700882274	1.27592693623959e-05	True
ENSG00000187634	1.74520889378155	1.80884471835289e-12	2.29649264732828	2.30066267724085e-07	True
ENSG00000150594	2.3987366059832	2.1950819860288798e-12	2.31477872479173	2.9531376541864e-11	True
ENSG00000168542	1.04028470007679	2.7925175808990698e-12	0.965325196908666	0.0001155457312554	True
ENSG00000087076	-1.90059534596883	3.04606516729899e-12	-0.850368256383132	0.0011941023758727	True
ENSG00000135063	2.57716160335124	3.5370442750408397e-12	0.775713274468453	0.0026216609175706	True
ENSG00000129038	2.39972910170253	4.00473287769553e-12	1.90398919643411	7.82241839168934e-07	True
ENSG00000164402	0.522146963590096	4.0726931322074095e-12	0.989330626972809	9.29845985975536e-13	True
ENSG00000100968	1.82453997234972	4.64037775257239e-12	1.02817882234032	0.0005132680965409	True
ENSG00000126878	1.75255068774407	4.71082882238792e-12	0.602146872904845	0.0141239969206573	True
ENSG00000174640	1.93112726098977	5.111419856066419e-12	2.01082371347679	1.95799406605054e-09	True
ENSG00000145506	2.26236510926798	5.15719353833682e-12	2.47482493412665	5.08415487526471e-07	True
ENSG00000182541	0.683974989348953	5.5690564838208696e-12	0.90272976966101	3.6259486236068805e-09	True
ENSG00000019102	2.06604022211038	6.06199297011813e-12	2.46098578371472	2.5360971222353302e-17	True
ENSG00000269751	1.63957234604746	6.3551778649092394e-12	1.5842453795495	1.47827679041442e-05	True
ENSG00000142303	1.68159043904126	8.47624165301016e-12	0.742949301337645	0.0004914204151944	True
ENSG00000169031	2.3287254872996	8.49597191874958e-12	1.3788962558244	1.57124996587996e-07	True
ENSG00000108821	1.76440026844167	1.01231646740638e-11	2.16166430662719	2.00220316499129e-08	True
ENSG00000159713	1.85988320004241	1.50922949275154e-11	1.71821706239694	3.27643302368979e-07	True
ENSG00000014914	1.39107455960054	1.60995351202629e-11	1.15158829269929	3.89835162493685e-07	True
ENSG00000154654	-2.24257878307341	1.70898151907259e-11	-1.78832889549269	9.04153586780164e-10	True
ENSG00000107317	2.24739485186768	2.00219667456234e-11	0.998222081094941	0.0081604307377037	True
ENSG00000154065	1.25070993175351	2.2010074545689296e-11	0.979614747213433	5.84516958429027e-07	True
ENSG00000162458	1.35217871508657	2.2432192957685598e-11	1.43555844142236	1.19117993632771e-08	True
ENSG00000023171	1.60074330877028	2.2553597010153e-11	0.87299436734396	0.0001656555934304	True
ENSG00000122870	1.78386252827311	2.34612347056863e-11	1.79035100755653	1.51183876978415e-14	True
ENSG00000175832	2.11259492888859	2.4239966764392697e-11	-0.276851444858789	0.126901948505844	False
ENSG00000071282	1.35499005666034	2.7997940409706496e-11	1.96875714666786	4.05222952318437e-14	True
ENSG00000112394	-1.05727736250886	2.8769387785510797e-11	-0.831223659156264	1.40780424455947e-06	True
ENSG00000204291	2.68063716337854	3.63906465302437e-11	0.833883687122049	0.0001534313662683	True
ENSG00000233695	1.96578194043054	3.92804014950681e-11	0.675395743921133	0.0214591876455766	True
ENSG00000087245	1.47151233677129	4.17966089671354e-11	1.87464091163903	1.61617896728642e-11	True
ENSG00000065154	-1.53393688475329	5.2551774234794194e-11	-0.133043644355505	0.521605899620251	True
ENSG00000165359	1.09867551603601	5.3832215200914095e-11	1.07012197804109	4.36102886639462e-08	True
ENSG00000112655	1.570007243025	5.885220740012949e-11	-0.300216242313731	0.014479498184735	False
ENSG00000077274	2.32277559445013	6.490062903837819e-11	1.77905016524899	8.33206683984123e-08	True
ENSG00000188549	1.35311343083556	7.03244334336976e-11	1.11688987506918	1.11583098840823e-05	True
ENSG00000198074	3.81814264313225	7.067913027190189e-11	2.44585993306449	0.00024096028437	True
ENSG00000165124	1.11611295416988	8.491674032351979e-11	1.23280220756731	4.20533930257327e-10	True
ENSG00000087116	0.875190338319395	9.463853582548119e-11	1.06836677464477	2.89130357134121e-06	True
ENSG00000143196	1.9078448253513	9.730873393794069e-11	1.33528845504704	1.17540387076184e-05	True
ENSG00000197457	1.29354743679165	1.0489914374560901e-10	0.777176830167629	0.0014856802596851	True
ENSG00000137731	2.00261027261776	1.10419032580378e-10	2.08136686465714	2.51168779956611e-10	True
ENSG00000168502	1.13453803984962	1.19134290374838e-10	0.751143777150438	1.35638195975699e-05	True
ENSG00000206052	-1.84820804145122	1.26139706520987e-10	-0.673276251314112	0.0025893499097266	True
ENSG00000131711	1.55764815349888	1.50737511624421e-10	2.04734054607001	6.97647283923397e-13	True
ENSG00000104938	-1.43349811234898	1.6939385610672501e-10	-0.309605667069345	0.204616286785509	True
ENSG00000101680	2.30867381361895	1.79219248613965e-10	0.184067216972205	0.311764191805066	True
ENSG00000152104	1.21181624571012	1.8967361271569201e-10	1.0482866947992	1.93051153369616e-12	True
ENSG00000115380	2.40247782536138	2.14786492191558e-10	2.98511128993249	7.47653626590935e-16	True
ENSG00000132698	2.23831216562272	2.19511331837868e-10	2.57851934214595	1.2711759192905199e-11	True
ENSG00000104365	0.433859923197908	2.42943112042126e-10	0.208053475291503	0.126471993983287	True
ENSG00000161647	1.35031997086027	2.66301514591574e-10	0.514599623997017	0.0497736063057102	True
ENSG00000151067	2.31108568313383	2.67057418535883e-10	0.752840630869565	0.0008882947456786	True
ENSG00000230628	1.17430053608609	2.70717019761727e-10	0.359320932781746	0.115103282165767	True
ENSG00000114770	0.790886873560354	2.70724818683383e-10	0.240846253946746	0.0256441476211871	True
ENSG00000205336	1.47824639133504	3.0130734389284003e-10	0.845107305680532	1.68808238580911e-06	True
ENSG00000101443	2.28947357939824	3.1988188991669803e-10	2.74997736907346	1.58128483383664e-08	True
ENSG00000102452	2.02655897396094	3.68525182095281e-10	0.975788254221297	2.12247173174163e-09	True
ENSG00000128342	1.82727173296603	3.71958232108705e-10	4.72494867579935	2.9491596384671597e-30	True
ENSG00000138617	-0.418586839255018	3.74213644988364e-10	-0.0892256096263535	0.377746665560694	True
ENSG00000099994	1.55393435756308	3.78035132043734e-10	3.0456637584149	1.4083483437384e-18	True
ENSG00000183856	1.78191065595082	4.0664537260012003e-10	2.89170821150302	9.59430581737777e-14	True
ENSG00000082014	1.50082510398539	4.15359497343132e-10	0.643160829410625	0.0008387517412685	True
ENSG00000067057	1.34009697425949	4.34232939700648e-10	1.71080626512603	5.7735771009110393e-11	True
ENSG00000143387	1.02540856018287	4.41180371543492e-10	0.805776965489452	7.47867721807087e-07	True
ENSG00000124766	1.51063062278374	4.47826555589443e-10	2.16659082561872	3.49085069233384e-29	True
ENSG00000013297	1.43319131058265	4.49701496071688e-10	1.2755861986246	4.33316529138183e-27	True
ENSG00000145284	1.369052137847	5.65547616977368e-10	-0.873105820354105	1.0737873366914101e-09	False
ENSG00000067715	-1.26272080693783	5.81586074900237e-10	-0.322003223955383	0.0643269367315941	True
ENSG00000253368	1.32336792720126	6.160045332876281e-10	2.37683659112427	6.296965136030409e-18	True
ENSG00000074047	1.80497874804556	6.334534813098541e-10	1.34542322910183	0.0001769092769301	True
ENSG00000114999	0.452429512822096	6.69764265062764e-10	0.356094969884945	1.17459708177331e-05	True
ENSG00000088992	1.70312591829408	7.33266715796803e-10	2.37826162063797	3.5852689368988896e-12	True
ENSG00000058085	2.31519483115518	7.36859797827204e-10	1.56357390217339	4.79339386988877e-05	True
ENSG00000167535	1.37214596630213	7.61266719881226e-10	-0.026490907717551	0.851237905341551	False
ENSG00000131730	1.84601750756079	7.76445269310279e-10	-0.883761968505241	5.210270842360761e-09	False
ENSG00000184292	2.07818367617789	7.92519077977077e-10	2.62459219478865	4.5531611776622394e-12	True
ENSG00000142675	2.14925940670948	8.10414664631308e-10	1.24969051821483	3.56756696570573e-05	True
ENSG00000137077	1.85652199254243	8.19717319030581e-10	2.31746210371835	5.16132345795761e-13	True
ENSG00000174348	1.56332326785192	8.50910104764178e-10	1.53729654131799	1.80335450212685e-11	True
ENSG00000005884	1.67191475350703	8.946786143080801e-10	1.02537754892445	0.0002816194442889	True
ENSG00000182240	1.09655394998556	1.06750211419818e-09	2.4042229574924	4.1433480209573e-14	True
ENSG00000138623	1.43855316782005	1.23678386726506e-09	1.68290631692131	4.40244319823276e-07	True
ENSG00000176293	1.30147578044433	1.2798084122604502e-09	0.20770736142581	0.127677257714045	True
ENSG00000149418	1.26381465517754	1.29896403299297e-09	2.2542601761555	1.14022467305702e-16	True
ENSG00000139329	1.68652417894794	1.3153777133692e-09	2.57124766608911	4.68037392733124e-17	True
ENSG00000109610	2.19848468173784	1.4383036430681e-09	3.21135475978866	1.73803173127194e-07	True
ENSG00000165841	-2.50125774229731	1.4878368638836202e-09	-1.7965749175581	3.07529533382701e-10	True
ENSG00000160339	-1.25989021841589	1.50073501656541e-09	0.0657259910873404	0.786717090095093	False
ENSG00000128262	2.16470918113308	1.7294875486026602e-09	0.733416946236227	0.0050140294118037	True
ENSG00000101444	-0.575764131206378	1.7552390995935e-09	0.102763446848545	0.461076074857722	False
ENSG00000182836	1.77447624314134	1.77119827757512e-09	1.60902802034071	1.80045494106219e-13	True
ENSG00000179913	2.37631569632293	2.0727996642393803e-09	3.16192766150437	2.01697605910252e-13	True
ENSG00000166482	1.3624476003406	2.1579983193967204e-09	1.7549457165739	5.7124547469327894e-11	True
ENSG00000104368	1.36078754828984	2.1971044368237e-09	1.21195351553099	2.89976281817504e-07	True
ENSG00000007384	0.984753804520192	2.23481871264766e-09	1.14192062325956	1.08052106086232e-05	True
ENSG00000113758	1.14021317002472	2.43632126383784e-09	1.36246007052657	1.78465057089746e-05	True
ENSG00000119888	2.12074095421338	2.45648443394084e-09	2.71708978803261	1.2725930334340402e-15	True
ENSG00000164659	1.21607434021078	2.6668185195541403e-09	1.58429233004899	5.530085246284801e-10	True
ENSG00000145632	0.578066626608824	2.71470605907047e-09	1.56406011576547	3.55153196240593e-18	True
ENSG00000019144	1.08191676746592	3.43386405448433e-09	0.47450483473388	0.0081878704618019	True
ENSG00000125966	1.49264763643852	3.5190824040178505e-09	0.197468122310348	0.316318109799095	True
ENSG00000003249	1.48813036095123	3.5378712642146e-09	1.88983175436098	4.7994108090002e-12	True
ENSG00000120057	1.7795789830452	3.5508687386230403e-09	1.79544500640371	9.03733536878015e-09	True
ENSG00000139625	1.09072022604826	3.5886565522826604e-09	-0.537565626013727	0.0338988496291119	False
ENSG00000189143	1.65866086278291	3.60946782196945e-09	1.06218908793664	1.2380554314837e-06	True
ENSG00000166900	0.536873500538018	3.947718352824251e-09	1.01514578948389	9.85789732007728e-13	True
ENSG00000108654	0.582997308908894	4.09949225984039e-09	0.814174615945933	1.4681628245234998e-12	True
ENSG00000154760	1.30541670746989	5.1647894352612406e-09	1.09996594091518	1.46797104046333e-08	True
ENSG00000124440	2.31048766513568	5.492318750562231e-09	0.283825436894831	0.177929704235264	True
ENSG00000115221	2.00926794011003	5.51353457190422e-09	0.287487949152123	0.221582744552754	True
ENSG00000113657	1.22370987237034	5.71096665084741e-09	1.95361180628867	5.65946812422592e-14	True
ENSG00000178498	1.07765201553804	5.8842322265927304e-09	0.822696278654296	0.0001952719368253	True
ENSG00000196562	0.935285877615216	6.537154334292291e-09	0.763091727155653	3.21079064580358e-05	True
ENSG00000183853	0.906568615826154	6.559639694227071e-09	1.21924750987312	9.037249457945969e-11	True
ENSG00000223764	1.58852155815217	6.6998449849853805e-09	0.582667119539578	0.0301134834307208	True
ENSG00000108797	1.22795575996673	6.826009937706591e-09	-0.145746193298441	0.339351208525978	False
ENSG00000153558	1.59907907394571	7.105642430685831e-09	-0.285062503010855	0.0223561395890211	False
ENSG00000159164	1.33473643573514	7.3240592610757604e-09	0.466757897172754	0.0074718516309097	True
ENSG00000129566	0.526883785827713	7.57837284403241e-09	0.447310809966198	6.01758102098461e-05	True
ENSG00000128482	1.76493919134146	8.03323375000225e-09	0.250119935156954	0.32156985282615	True
ENSG00000173894	1.11815707105085	8.38092026877975e-09	0.741777064152288	0.0077574616064014	True
ENSG00000182963	1.62024974945978	8.52363439718604e-09	0.090042058360403	0.574208164298964	True
ENSG00000134627	1.09798980730734	8.581103889271511e-09	1.04162085700475	5.82888847062358e-06	True
ENSG00000155265	1.67342007192488	8.83664136480028e-09	1.20857985788686	0.0003159613944802	True
ENSG00000135447	-1.02885466187463	8.936238195598651e-09	-0.714702143966608	0.0008785250317996	True
ENSG00000173715	0.933423079692885	1.03164071101115e-08	0.361082435006272	0.0138076849331759	True
ENSG00000143164	-0.373853368758118	1.0429110556806e-08	-0.398357238367906	0.0001528283379099	True
ENSG00000083857	1.30813568449325	1.06750542437516e-08	1.5765296788295	1.33936005445557e-16	True
ENSG00000163710	-1.01061182841275	1.09444124117263e-08	-0.537361379039537	0.0184618608024057	True
ENSG00000133067	1.69480953294177	1.10731097927328e-08	0.616933439734784	0.0162550648322624	True
ENSG00000129354	2.00657592649195	1.21270253378379e-08	1.7816413027655	5.39181212726605e-10	True
ENSG00000021300	1.54576132243485	1.28269105869872e-08	1.58169462976155	1.11934833384357e-08	True
ENSG00000240771	1.2025830863642	1.2826949507504e-08	0.621153485979706	0.0206895198940259	True
ENSG00000065357	0.96698152271801	1.32508678513613e-08	0.720014289032866	5.57498673439539e-06	True
ENSG00000082458	0.885173853237733	1.32826697515334e-08	0.944221861423811	1.1936442878166e-06	True
ENSG00000099139	1.10660641863451	1.46733349117391e-08	-3.47226656806306	2.48793845652496e-07	False
ENSG00000117152	1.96483718018725	1.48026218939225e-08	3.22911617701484	2.17661669575333e-24	True
ENSG00000206190	1.25890317320796	1.50014752938566e-08	0.549602115890613	0.0373333881702495	True
ENSG00000161249	1.42051500643751	1.57752065168946e-08	1.2941403269113	5.13524401296361e-07	True
ENSG00000203805	1.44209460275368	1.59603926445057e-08	1.0728313380643	0.0001800667898043	True
ENSG00000143061	1.47974100219469	1.68764456575428e-08	1.79577337684692	0.0001578116069363	True
ENSG00000171509	-1.34671754925629	1.7002170737872e-08	-0.211420849735293	0.239946514193283	True
ENSG00000164078	1.53327379972957	1.71659858794667e-08	0.516260463813834	0.069703627503896	True
ENSG00000198920	0.48056688243383	1.7281831764275e-08	-0.0535045913839427	0.630456266396511	False
ENSG00000038427	1.57001423762254	1.75468832368333e-08	2.91274653750017	2.66116284022707e-35	True
ENSG00000145882	1.0097178401868	1.77940426683775e-08	1.12503328656511	2.01257800021195e-08	True
ENSG00000064205	2.112814363426	1.81324067134586e-08	1.60172155138136	2.35489359859096e-12	True
ENSG00000196553	-1.59587659766808	1.97180051389861e-08	-0.740139171623363	0.0006894249519978	True
ENSG00000100170	1.62453730857604	1.97782120126515e-08	1.03409917909115	0.0001255540925485	True
ENSG00000226798	-2.94417249159667	1.99346839476555e-08	-1.21076808834396	3.6126843256466502e-09	True
ENSG00000134873	1.70209202891362	2.03702757614784e-08	1.2488657869702	2.16381383384192e-06	True
ENSG00000161791	0.754499045972868	2.04434358851455e-08	0.744910603367064	8.92124067340331e-07	True
ENSG00000174938	2.07681897763077	2.06363255286895e-08	3.13655977970503	1.7420381655834297e-11	True
ENSG00000144560	0.379062610021405	2.12524483374288e-08	-0.0034447432584994	0.98004598841491	False
ENSG00000091986	1.61714351646429	2.18074897060286e-08	1.63591419211529	2.95511586704035e-07	True
ENSG00000183844	2.0893041524526	2.33716185283301e-08	1.58417036743539	3.92778962997576e-09	True
ENSG00000112936	1.4552011294104	2.35855342312535e-08	1.72152704308349	5.03980767275306e-09	True
ENSG00000081052	1.19779495250298	2.5799355553503e-08	1.42989260415217	8.25336123144394e-10	True
ENSG00000130821	1.27266403088531	2.62566771252111e-08	1.62594963296877	8.27922943504352e-05	True
ENSG00000072952	1.35171062529185	2.7659752687267e-08	0.928088212436752	0.0011751764350353	True
ENSG00000184702	1.30774822280636	2.91171527625929e-08	1.2329313228807	5.2336747197065e-05	True
ENSG00000122861	1.19362297963252	2.91273602099508e-08	2.12738966541566	1.31156855333892e-08	True
ENSG00000135205	0.892972636343783	2.92291784068808e-08	0.575195994449434	5.81065528586683e-06	True
ENSG00000152137	1.147374238399	2.95016388205365e-08	2.68151178995893	4.0963822281124997e-19	True
ENSG00000162073	1.20133839607715	2.96568000236444e-08	2.32864608101611	3.58439010139937e-08	True
ENSG00000134871	1.08268820464218	3.23425786011421e-08	2.49057351252029	2.3353815946133003e-21	True
ENSG00000133134	1.32490862884535	3.30333746451775e-08	1.72956155135036	8.987402776848021e-09	True
ENSG00000140545	1.34767436273735	3.30378065816107e-08	0.728759681411313	0.006219067383289	True
ENSG00000167766	1.07576924730832	3.36933082092926e-08	0.597466252585271	4.82359928749158e-05	True
ENSG00000189292	1.78136652412209	3.38513319408225e-08	1.0766748943224	2.30043957558298e-06	True
ENSG00000137269	1.80526076748764	3.48809617302224e-08	1.6126412419883	7.5350151731887e-11	True
ENSG00000182566	-1.01373133834579	3.49834307560025e-08	-0.0280458132176811	0.907107080902804	True
ENSG00000135502	2.07573983899372	3.50495748771547e-08	0.0180509302024976	0.938938071349782	True
ENSG00000272761	1.98994722616473	3.50896802472692e-08	0.90169676020674	0.0001687838631411	True
ENSG00000173262	1.89232401212847	3.62874733104009e-08	-0.173998295705719	0.792214042646787	False
ENSG00000164171	2.06810539650757	3.68033827765445e-08	1.40935310268355	2.4566730156329303e-15	True
ENSG00000095713	1.69270175652565	3.76385835780934e-08	0.712422438623127	0.0304757260222752	True
ENSG00000084463	-0.324687653884816	3.90079686133609e-08	0.217523733578454	0.0458646200907624	False
ENSG00000105499	1.03316101962244	3.9354625323892e-08	-0.235742602785106	0.0383903040729423	False
ENSG00000167641	1.57588368059384	3.94757389237542e-08	1.10064679075804	0.0039069385552644	True
ENSG00000084453	-2.7910195058829	4.27318138225387e-08	-0.81567592839109	0.0004298190521175	True
ENSG00000128298	1.68646518734174	4.6914247935084e-08	1.92629315309659	3.79368154016614e-07	True
ENSG00000166592	2.07472999144664	4.77634002252755e-08	1.81381926564315	0.0001609733575201	True
ENSG00000119772	0.55069314216367	5.05431624872817e-08	0.242687263910461	0.112991904483619	True
ENSG00000053747	1.07020588849548	5.05879431744693e-08	0.487050114153897	0.0050928354126629	True
ENSG00000006118	1.50989533772689	5.1443677362156e-08	0.685048927895184	0.0011330601759309	True
ENSG00000196177	-0.857339139727931	5.25927707425663e-08	-0.455968025340765	0.0079210298469049	True
ENSG00000130827	1.22961951756868	5.46163864213658e-08	1.08659799479736	0.0015428390525726	True
ENSG00000007062	1.25311353871917	5.66097228010622e-08	1.1322265265789	9.4512291148692e-06	True
ENSG00000198075	1.20579190319769	5.88522162396292e-08	0.928326517078909	7.50115975515204e-07	True
ENSG00000186648	-1.12785558556332	5.93463948107742e-08	-1.71632937524632	6.73391473761213e-12	True
ENSG00000090924	1.00266513966895	6.60175841193769e-08	0.776242154082041	0.0018020880422588	True
ENSG00000124181	0.544759666016895	6.81847777074047e-08	0.554507536876509	3.70085290997628e-05	True
ENSG00000163121	1.2575315925668	6.8380408548427e-08	1.09934510874513	9.45298576034906e-05	True
ENSG00000105643	1.03521448812173	6.89023846915229e-08	1.62292748394783	9.03861558091192e-15	True
ENSG00000110002	0.531873875036248	6.90871253305048e-08	0.601934799290513	7.83758961628002e-07	True
ENSG00000102265	0.841277750056964	7.23528370130189e-08	3.27965034359828	1.93592131276666e-24	True
ENSG00000087237	-1.49239427055897	7.24996051442257e-08	0.673695640724468	0.0299960890628874	False
ENSG00000182195	1.21030828407734	7.60433873358823e-08	1.05354682902123	0.0001629070882227	True
ENSG00000158806	1.4052759777422	7.66378699652043e-08	0.672869792016268	0.0423760003198056	True
ENSG00000111275	-0.608245835244558	7.73866048465881e-08	-0.143103825390237	0.344424631660747	True
ENSG00000165125	1.97194801628185	7.98489399073482e-08	2.03380329498036	7.45223435240853e-06	True
ENSG00000138772	1.38044792867965	7.99689718416455e-08	1.5572960911645	9.8843155103367e-08	True
ENSG00000144857	1.90278409955027	8.13187189661411e-08	0.563709683768319	0.0377229634039514	True
ENSG00000165238	1.96976496061112	8.16323653589508e-08	0.788114611775949	0.0067468460264828	True
ENSG00000022567	1.17275534030102	8.33112547761279e-08	1.17016771430724	2.58628643048299e-08	True
ENSG00000112337	-0.420233025189785	8.48315734470579e-08	-0.388429553248125	0.0092333370366732	True
ENSG00000106236	1.62158922129713	8.70086058399484e-08	2.7428173975499	2.0686790501842201e-10	True
ENSG00000172724	2.15363408190691	8.76141570695327e-08	1.91572855876003	1.25791764960964e-07	True
ENSG00000183154	-0.689828513073135	8.79061288240369e-08	-0.164567952137918	0.150891841516166	True
ENSG00000132688	1.17849800443965	8.8378577218046e-08	1.25984755519829	1.20342649624328e-06	True
ENSG00000117525	1.40855076988835	9.10435566167479e-08	2.58758147877645	1.5925352977248201e-15	True
