ensembl_id	baseMean	log2FC	lfcSE	log2FC_shrunk	stat	pvalue	padj	deg	approvedSymbol	biotype	sm_tier	sm_categories	sm_evidence
ENSG00000078098	12.017636906091	3.15811103793626	0.398582319274603	3.05640922228243	7.92335958023386	2.31177798461708e-15	1.15532856128197e-12	True	FAP	protein_coding	B	Structure with Ligand;High-Quality Ligand;High-Quality Pocket;Druggable Family	strong
ENSG00000163531	138.812039555466	1.80777047757959	0.229259206609433	1.7502869689887	7.8852688374662	3.1385908276697e-15	1.5224011744096698e-12	True	NFASC	protein_coding	none		
ENSG00000164318	61.2521320338858	-1.61987758207089	0.206169586825595	-1.56769023445902	-7.85701522233344	3.933950601343271e-15	1.8536775233529497e-12	True	EGFLAM	protein_coding	none		
ENSG00000137819	36.7092127033284	2.06679289383314	0.264064164007652	1.99990336909269	7.82685867883705	5.002108214262521e-15	2.2915213519338197e-12	True	PAQR5	protein_coding	none		
ENSG00000162366	34.0190021606453	3.17040167890962	0.406365846105558	3.06584316510942	7.80184090098474	6.10105360460173e-15	2.71942097424572e-12	True	PDZK1IP1	protein_coding	B	Structure with Ligand	weak
ENSG00000164199	459.872198764239	-1.16962928484799	0.150246276038853	-1.13267455407185	-7.78474725420501	6.985270825864441e-15	3.03160753842517e-12	True	ADGRV1	protein_coding	none		
ENSG00000010319	39.4882434752414	2.73850291230696	0.352944093053044	2.64779231756111	7.75902746698014	8.558311559317462e-15	3.6190685701606e-12	True	SEMA3G	protein_coding	none		
ENSG00000119280	200.889325596681	1.22751248795699	0.1584367456098	1.18880855290616	7.74765022616735	9.36085593623818e-15	3.859480902511e-12	True	C1orf198	protein_coding	none		
ENSG00000101384	182.550553166504	1.64165255819858	0.21203207128548	1.58792807956738	7.74247286387287	9.75015874535928e-15	3.9219419031333e-12	True	JAG1	protein_coding	B	Structure with Ligand	weak
ENSG00000163393	14.9787575178069	2.56696964503448	0.331690684630508	2.48207366868072	7.73904653938051	1.00165115048298e-14	3.93315018422984e-12	True	SLC22A15	protein_coding	C	Druggable Family	weak
ENSG00000104435	31.7023601457833	4.97369866548746	0.644331715781247	4.8073513444516	7.71915853848184	1.1710017880179999e-14	4.49120034604485e-12	True	STMN2	protein_coding	none		
ENSG00000265107	42.0267308843285	2.34380709377556	0.304134435362355	2.26534355145003	7.70648378235459	1.29331665514478e-14	4.84758597196539e-12	True	GJA5	protein_coding	none		
ENSG00000080293	18.7698412501857	3.85575764945786	0.503920785955415	3.72222312950676	7.65151539075232	1.98624533771375e-14	7.27936846879447e-12	True	SCTR	protein_coding	none		
ENSG00000140416	1149.78485227759	0.838815892935876	0.109795827860814	0.813684249528278	7.63977930016822	2.17594398727032e-14	7.80123222566567e-12	True	TPM1	protein_coding	B	Structure with Ligand	weak
ENSG00000006327	71.5139186305279	2.12965637241615	0.279346999806206	2.05716942408354	7.62369516727787	2.46515123427342e-14	8.65005833098665e-12	True	TNFRSF12A	protein_coding	none		
ENSG00000001626	143.601908241247	2.37597912714704	0.313422181224046	2.29385001892364	7.58076252889263	3.43529876378982e-14	1.18031140025879e-11	True	CFTR	protein_coding	A	Approved Drug;Structure with Ligand;High-Quality Ligand;High-Quality Pocket;Druggable Family	strong
ENSG00000184916	24.618749735497	2.2875487212031	0.302091293724244	2.20812708767392	7.57237553258067	3.66460274877601e-14	1.22745195229176e-11	True	JAG2	protein_coding	none		
ENSG00000196569	173.712088734027	1.54240787079898	0.203742477750741	1.48996768967062	7.57037947033297	3.72135566423649e-14	1.22745195229176e-11	True	LAMA2	protein_coding	none		
ENSG00000128567	162.58414357323	1.71257116797356	0.226875429127577	1.65298413889462	7.54850877664033	4.40270046112799e-14	1.4237124706847598e-11	True	PODXL	protein_coding	none		
ENSG00000197461	61.3016674995402	1.97271420313092	0.261925601115458	1.90387517064785	7.5315822307165	5.0129125976209e-14	1.5898645107685398e-11	True	PDGFA	protein_coding	B	High-Quality Pocket	strong
ENSG00000130635	181.27524574744	1.5036077284234	0.200227720318835	1.45153761001279	7.50948832673674	5.93589112779709e-14	1.8470701222571597e-11	True	COL5A1	protein_coding	none		
ENSG00000106624	407.572593272571	2.20130346062926	0.293247380388814	2.12377532987642	7.50664322290132	6.06627622391979e-14	1.8526856941645398e-11	True	AEBP1	protein_coding	none		
ENSG00000134769	97.9151666639871	2.84945182223047	0.380160332825968	2.74778246568459	7.4953949062721	6.60990480706982e-14	1.9820100014217298e-11	True	DTNA	protein_coding	none		
ENSG00000080709	685.72511530634	-1.23329435891498	0.16494062435195	-1.19101541582125	-7.4772019553132	7.59216973182631e-14	2.2358939860228497e-11	True	KCNN2	protein_coding	B	Structure with Ligand;High-Quality Ligand;Druggable Family	strong
ENSG00000050165	161.421846790691	1.66364088757013	0.222839308533481	1.60468082094231	7.46565270965276	8.288769863209391e-14	2.3982174137552496e-11	True	DKK3	protein_coding	none		
ENSG00000149970	35.3206959696204	-2.26190743202373	0.303502072972865	-2.17851085059518	-7.45269187082604	9.14547101121054e-14	2.60046737787731e-11	True	CNKSR2	protein_coding	none		
ENSG00000113361	36.3938417925017	2.63621763977934	0.354161071877654	2.5419410445179	7.44355562796023	9.80108025345925e-14	2.7396511108483e-11	True	CDH6	protein_coding	none		
ENSG00000110799	205.207728732147	2.19111418347328	0.295674004602272	2.11184378233158	7.41057431281681	1.25753630839561e-13	3.4565481330100594e-11	True	VWF	protein_coding	C	Med-Quality Pocket	weak
ENSG00000067798	17.655321656444	1.89805374860875	0.258034829283877	1.8288054144433	7.35580446204262	1.89780657629367e-13	5.1309223043008596e-11	True	NAV3	protein_coding	none		
ENSG00000102359	36.7717231428833	1.02264665488324	0.139128076175058	0.987950296420098	7.35039743952537	1.97618363606143e-13	5.2566484719234e-11	True	SRPX2	protein_coding	none		
ENSG00000131080	25.0819563010467	2.8742276685686	0.391842478864362	2.76840810194385	7.33516099862038	2.21455106648626e-13	5.797202569601809e-11	True	EDA2R	protein_coding	none		
ENSG00000070404	106.284061734754	1.61184996188076	0.221090416588786	1.55246605720958	7.29045603491124	3.08907602475836e-13	7.960162781299209e-11	True	FSTL3	protein_coding	none		
ENSG00000140092	410.753644082803	1.57455911490634	0.216046957598114	1.51584743569844	7.28804113888661	3.14493952812064e-13	7.979437338117779e-11	True	FBLN5	protein_coding	none		
ENSG00000167191	141.322189353826	1.53570902639169	0.211145346271189	1.4790724209154	7.27323170276872	3.50987526507314e-13	8.77043376842217e-11	True	GPRC5B	protein_coding	none		
ENSG00000174059	102.523972259688	1.77012409463385	0.245024632482877	1.7030933409096	7.22426997113261	5.03800846255897e-13	1.24010202335108e-10	True	CD34	protein_coding	none		
ENSG00000172965	38.1264697827213	1.81740741738974	0.251702192210875	1.74843520801561	7.22046717760458	5.18092741561881e-13	1.25652727850567e-10	True	MIR4435-2HG	lncRNA	none		
ENSG00000067445	18.1510169331775	1.58957882956821	0.220217828666608	1.52972417013186	7.21821134643326	5.26758066369421e-13	1.25902812037167e-10	True	TRO	protein_coding	none		
ENSG00000141934	32.3546677003334	2.21191739775628	0.307926028507112	2.12635904385689	7.18327517969205	6.80609148051395e-13	1.60351515280909e-10	True	PLPP2	protein_coding	none		
ENSG00000163520	123.174853338731	1.66675320211512	0.233388375125937	1.60242413987173	7.14154336614123	9.22887488624799e-13	2.14369865667608e-10	True	FBLN2	protein_coding	none		
ENSG00000100362	25.7116899081385	-1.90390242956359	0.267197824140162	-1.82851516773609	-7.12544136798386	1.03747689123712e-12	2.37639845698369e-10	True	PVALB	protein_coding	none		
ENSG00000076662	741.732405745477	-1.12903561034132	0.15931354918955	-1.08666295218113	-7.08687751973944	1.3717168020746898e-12	3.09895253422134e-10	True	ICAM3	protein_coding	none		
ENSG00000272398	341.297706042654	2.12782898746067	0.300364336155728	2.04356379657706	7.08415990624621	1.39890305101084e-12	3.11766339422579e-10	True	CD24	protein_coding	none		
ENSG00000124225	55.9819927282008	1.66314828383671	0.23537830514358	1.59754695963786	7.06585206662183	1.5963340723727098e-12	3.5102322028761103e-10	True	PMEPA1	protein_coding	none		
ENSG00000187634	31.1298166808773	1.81763428180496	0.257876113000224	1.74520889378155	7.04847866930345	1.80884471835289e-12	3.92519303882577e-10	True	SAMD11	protein_coding	none		
ENSG00000150594	12.3110679830311	2.50023172601877	0.356082582365106	2.3987366059832	7.02149402931251	2.1950819860288798e-12	4.70146650825822e-10	True	ADRA2A	protein_coding	A	Approved Drug;Structure with Ligand;High-Quality Ligand;Druggable Family	strong
ENSG00000168542	2797.53001655024	1.08135838828287	0.154749717634779	1.04028470007679	6.98778908815172	2.7925175808990698e-12	5.90438460822916e-10	True	COL3A1	protein_coding	none		
ENSG00000087076	469.52157843328	-1.98476163987855	0.284529886813504	-1.90059534596883	-6.97558229156949	3.04606516729899e-12	6.3589502201386e-10	True	HSD17B14	protein_coding	B	Structure with Ligand;High-Quality Ligand;High-Quality Pocket	strong
ENSG00000135063	13.2198538096025	2.68900106373974	0.386653832830353	2.57716160335124	6.9545439238399	3.5370442750408397e-12	7.291616772996701e-10	True	ENTREP1	protein_coding	none		
ENSG00000129038	19.1346484551089	2.50430559006151	0.361006259966009	2.39972910170253	6.93701430633725	4.00473287769553e-12	8.15383390357466e-10	True	LOXL1	protein_coding	none		
ENSG00000164402	318.640993312285	0.537816225771801	0.0775550799412431	0.522146963590096	6.93463569606606	4.0726931322074095e-12	8.1910798946786e-10	True	SEPTIN8	protein_coding	B	Structure with Ligand	weak
ENSG00000100968	36.0931994540388	1.90356445978405	0.275234148655558	1.82453997234972	6.91616381572721	4.64037775257239e-12	9.22037468619564e-10	True	NFATC4	protein_coding	none		
ENSG00000126878	41.7136589325509	1.82818941910941	0.264417424834914	1.75255068774407	6.9140277735131	4.71082882238792e-12	9.24892725462163e-10	True	AIF1L	protein_coding	none		
ENSG00000174640	64.0904031061067	2.01512379566008	0.291943381399264	1.93112726098977	6.90244726906202	5.111419856066419e-12	9.889818120261721e-10	True	SLCO2A1	protein_coding	B	Structure with Ligand;Druggable Family	weak
ENSG00000145506	9.01393140448361	2.36217802678952	0.342286051126473	2.26236510926798	6.90118109988861	5.15719353833682e-12	9.889818120261721e-10	True	NKD2	protein_coding	none		
ENSG00000182541	161.397186168419	0.708659588038781	0.102849472005627	0.683974989348953	6.89025985471279	5.5690564838208696e-12	1.05568827047326e-09	True	LIMK2	protein_coding	B	Structure with Ligand;High-Quality Ligand;Druggable Family	strong
ENSG00000019102	33.3858559668792	2.15688580344532	0.313583570900117	2.06604022211038	6.87818496758023	6.06199297011813e-12	1.13607259162714e-09	True	VSIG2	protein_coding	none		
ENSG00000269751	28.9785257660853	1.71109274545734	0.249014735552455	1.63957234604746	6.87145177035877	6.3551778649092394e-12	1.1776358803155402e-09	True			none		
ENSG00000142303	93.5078316860676	1.75611557219087	0.257108257177795	1.68159043904126	6.83025738444676	8.47624165301016e-12	1.539731526198e-09	True	ADAMTS10	protein_coding	none		
ENSG00000169031	31.1705184309073	2.43355701561028	0.356308074478977	2.3287254872996	6.82992384937902	8.49597191874958e-12	1.539731526198e-09	True	COL4A3	protein_coding	B	Structure with Ligand	weak
ENSG00000108821	489.832150279682	1.84340040703608	0.270899448268011	1.76440026844167	6.80474035226658	1.01231646740638e-11	1.81468730222458e-09	True	COL1A1	protein_coding	B	Structure with Ligand	weak
ENSG00000159713	23.0975676300839	1.94483815551402	0.28825185903321	1.85988320004241	6.74700993095747	1.50922949275154e-11	2.67636696714606e-09	True	TPPP3	protein_coding	none		
ENSG00000014914	49.6124666669692	1.45350836616035	0.215730046915398	1.39107455960054	6.7376259679319	1.60995351202629e-11	2.82461205535507e-09	True	MTMR11	protein_coding	none		
ENSG00000154654	383.57002506832	-2.35160444008208	0.34947597205537	-2.24257878307341	-6.72894455733712	1.70898151907259e-11	2.96679191711001e-09	True	NCAM2	protein_coding	C	Med-Quality Pocket	weak
ENSG00000107317	219.845495454483	2.35157288941168	0.350674168458154	2.24739485186768	6.70586288049413	2.00219667456234e-11	3.4396070371752203e-09	True	PTGDS	protein_coding	A	Approved Drug;Structure with Ligand;High-Quality Pocket	strong
ENSG00000154065	71.9515625313792	1.3072140747463	0.195339041531059	1.25070993175351	6.69202666553706	2.2010074545689296e-11	3.7421664887372e-09	True	ANKRD29	protein_coding	none		
ENSG00000162458	84.0793229213639	1.41364970908983	0.211331667362173	1.35217871508657	6.68924693934851	2.2432192957685598e-11	3.757110322135781e-09	True	FBLIM1	protein_coding	none		
ENSG00000023171	54.5036775091172	1.67452303827742	0.250360142954645	1.60074330877028	6.68845695051696	2.2553597010153e-11	3.757110322135781e-09	True	GRAMD1B	protein_coding	none		
ENSG00000122870	94.9461567039169	1.88039122129115	0.281382823592014	1.78386252827311	6.68267948017179	2.34612347056863e-11	3.86922682766178e-09	True	BICC1	protein_coding	none		
ENSG00000175832	14.9554243325136	2.21158315467498	0.331179715832982	2.11259492888859	6.67789435446678	2.4239966764392697e-11	3.9580745730531105e-09	True	ETV4	protein_coding	none		
ENSG00000071282	53.5040195196813	1.41774013319416	0.212978339353393	1.35499005666034	6.65673390776946	2.7997940409706496e-11	4.526882678792941e-09	True	LMCD1	protein_coding	none		
ENSG00000112394	358.299816550244	-1.10477499935225	0.166063254436746	-1.05727736250886	-6.65273604988313	2.8769387785510797e-11	4.606453819015961e-09	True	SLC16A10	protein_coding	none		
ENSG00000204291	17.6323676893329	2.81045163056397	0.424663008796572	2.68063716337854	6.61807497320839	3.63906465302437e-11	5.770716755545951e-09	True	COL15A1	protein_coding	none		
ENSG00000233695	141.969454505411	2.0598776191893	0.311783006360495	1.96578194043054	6.60676681270946	3.92804014950681e-11	6.1696417281587e-09	True	GAS6-AS1	lncRNA	none		
ENSG00000087245	166.570702455257	1.5410466111107	0.233578094800064	1.47151233677129	6.59756477776645	4.17966089671354e-11	6.502921463075451e-09	True	MMP2	protein_coding	A	Advanced Clinical;Structure with Ligand;High-Quality Ligand;High-Quality Pocket;Druggable Family	strong
ENSG00000065154	2353.23878364268	-1.61056650580235	0.245381475419024	-1.53393688475329	-6.56352115844145	5.2551774234794194e-11	8.09984916523575e-09	True	OAT	protein_coding	B	Structure with Ligand;High-Quality Ligand;High-Quality Pocket	strong
ENSG00000165359	52.8536680892245	1.14917666474878	0.175181177719644	1.09867551603601	6.55993229242867	5.3832215200914095e-11	8.2203786397544e-09	True	INTS6L	protein_coding	none		
ENSG00000112655	27.1892535394823	1.64587652658863	0.251408432224796	1.570007243025	6.54662420040461	5.885220740012949e-11	8.90450095819207e-09	True	PTK7	protein_coding	C	Druggable Family	weak
ENSG00000077274	11.4896169653792	2.43718165888905	0.373114612483129	2.32277559445013	6.53199198677658	6.490062903837819e-11	9.73037431000849e-09	True	CAPN6	protein_coding	none		
ENSG00000188549	115.25897342896	1.41829567408908	0.21753122424369	1.35311343083556	6.51996364669117	7.03244334336976e-11	1.04075019325376e-08	True	CCDC9B	protein_coding	none		
ENSG00000198074	572.900650424037	4.00737629960295	0.614702844880975	3.81814264313225	6.51920896897574	7.067913027190189e-11	1.04075019325376e-08	True	AKR1B10	protein_coding	B	Structure with Ligand;High-Quality Ligand;High-Quality Pocket;Druggable Family	strong
ENSG00000165124	191.838377977391	1.1691661997472	0.18010384518643	1.11611295416988	6.49162264435258	8.491674032351979e-11	1.23933352337654e-08	True	SVEP1	protein_coding	none		
ENSG00000087116	233.283747347417	0.914366178401396	0.141208825893376	0.875190338319395	6.47527640440703	9.463853582548119e-11	1.36910415160863e-08	True	ADAMTS2	protein_coding	none		
ENSG00000143196	356.792569129959	1.99025690649157	0.307562066752183	1.9078448253513	6.47107404208989	9.730873393794069e-11	1.39549186096045e-08	True	DPT	protein_coding	none		
ENSG00000197457	24.4199202527125	1.35669482404284	0.210023887731279	1.29354743679165	6.45971674316734	1.0489914374560901e-10	1.4913764471143e-08	True	STMN3	protein_coding	none		
ENSG00000137731	11.9845988726089	2.1040118184038	0.326104724859326	2.00261027261776	6.45195134572621	1.10419032580378e-10	1.55643648317572e-08	True	FXYD2	protein_coding	A	Advanced Clinical;Structure with Ligand;High-Quality Ligand;Druggable Family	strong
ENSG00000168502	48.1691781212059	1.18917482714029	0.18464210378314	1.13453803984962	6.44043153091974	1.19134290374838e-10	1.6650531498829e-08	True	MTCL1	protein_coding	none		
ENSG00000206052	61.6450879655347	-1.9454753574966	0.302479748557464	-1.84820804145122	-6.43175408196628	1.26139706520987e-10	1.74814793272615e-08	True	DOK6	protein_coding	none		
ENSG00000131711	49.5057711712091	1.63645291823669	0.255511044995801	1.55764815349888	6.40462692430216	1.50737511624421e-10	2.07163586809162e-08	True	MAP1B	protein_coding	none		
ENSG00000104938	815.918134538234	-1.50787239539969	0.236092031975271	-1.43349811234898	-6.38679917650772	1.6939385610672501e-10	2.30879626025794e-08	True	CLEC4M	protein_coding	B	Structure with Ligand;High-Quality Pocket	strong
ENSG00000101680	13.9054556416941	2.42814867005999	0.38069690190372	2.30867381361895	6.37816766545182	1.79219248613965e-10	2.42269167880452e-08	True	LAMA1	protein_coding	none		
ENSG00000152104	50.2122853297718	1.272538695833	0.199786992862094	1.21181624571012	6.3694771997063	1.8967361271569201e-10	2.54316847228226e-08	True	PTPN14	protein_coding	none		
ENSG00000115380	192.567536608987	2.52788843669765	0.398068971074166	2.40247782536138	6.35037800076779	2.14786492191558e-10	2.85666034614772e-08	True	EFEMP1	protein_coding	none		
ENSG00000132698	15.275441654428	2.35600922203971	0.371198689839044	2.23831216562272	6.34703000450056	2.19511331837868e-10	2.8961447077361e-08	True	RAB25	protein_coding	B	Structure with Ligand	weak
ENSG00000274736	28.2979531487708	-1.9840234811585	0.312966005490017	-1.88175482403342	-6.33942168272261	2.30629212534829e-10	3.01868013740032e-08	True	CCL23	protein_coding	none		
ENSG00000104365	417.71307878226	0.448117330894425	0.0707769488372566	0.433859923197908	6.33140221860678	2.42943112042126e-10	3.15481716834547e-08	False	IKBKB	protein_coding	A	Advanced Clinical;Structure with Ligand;High-Quality Ligand;Druggable Family	strong
ENSG00000161647	16.6294491072926	1.42014883919945	0.224805798559027	1.35031997086027	6.31722512631971	2.66301514591574e-10	3.40823947307355e-08	True	MPP3	protein_coding	none		
ENSG00000151067	14.2812489620023	2.43393409828371	0.385312047808555	2.31108568313383	6.31678690590291	2.67057418535883e-10	3.40823947307355e-08	True	CACNA1C	protein_coding	A	Approved Drug;Structure with Ligand;High-Quality Ligand;Druggable Family	strong
ENSG00000230628	8.81707304717442	2.77164154710448	0.438920188195348	1.17430053608609	6.31468230818974	2.70717019761727e-10	3.40823947307355e-08	True	ENSG00000230628	lncRNA	none		
ENSG00000114770	250.112137275116	0.827146490077281	0.130987915670777	0.790886873560354	6.3146778528503	2.70724818683383e-10	3.40823947307355e-08	True	ABCC5	protein_coding	B	Structure with Ligand;High-Quality Ligand;Druggable Family	strong
ENSG00000205336	85.3615145878154	1.55541500074308	0.246965574799881	1.47824639133504	6.29810451113864	3.0130734389284003e-10	3.76451569354599e-08	True	ADGRG1	protein_coding	none		
ENSG00000101443	12.3733193439385	2.41270290461169	0.383649356452689	2.28947357939824	6.2888230203749	3.1988188991669803e-10	3.96653543496705e-08	True	WFDC2	protein_coding	none		
ENSG00000102452	22.6094673943312	2.13527100033911	0.34072707501597	2.02655897396094	6.26680753280037	3.68525182095281e-10	4.53560992769804e-08	True	NALCN	protein_coding	B	Structure with Ligand	weak
ENSG00000128342	14.7909462403862	1.92489304364378	0.307227703609252	1.82727173296603	6.26536285963313	3.71958232108705e-10	4.53789075966773e-08	True	LIF	protein_coding	C	Med-Quality Pocket	weak
ENSG00000138617	295.053522929635	-0.432469437087148	0.0690358214289005	-0.418586839255018	-6.26442082003102	3.74213644988364e-10	4.53789075966773e-08	False	PARP16	protein_coding	B	Structure with Ligand;High-Quality Ligand	strong
ENSG00000099994	34.5821881036467	1.63709705323296	0.261398626437166	1.55393435756308	6.26283724419829	3.78035132043734e-10	4.55077036325931e-08	True	SUSD2	protein_coding	none		
ENSG00000183856	10.7478248033054	1.87842395261773	0.300477864520044	1.78191065595082	6.25145534636354	4.0664537260012003e-10	4.85970687313129e-08	True	IQGAP3	protein_coding	C	Med-Quality Pocket	weak
ENSG00000082014	40.6535238311675	1.58085020269775	0.253011179432836	1.50082510398539	6.24814368377505	4.15359497343132e-10	4.92813584905246e-08	True	SMARCD3	protein_coding	none		
ENSG00000067057	27.9370117455271	1.41085218583498	0.22605471730207	1.34009697425949	6.24119771829272	4.34232939700648e-10	5.11526402967363e-08	True	PFKP	protein_coding	B	Structure with Ligand	weak
ENSG00000143387	156.575985640229	1.07731522791241	0.172682235695702	1.02540856018287	6.23871484853159	4.41180371543492e-10	5.16024587765622e-08	True	CTSK	protein_coding	A	Advanced Clinical;Structure with Ligand;High-Quality Ligand;High-Quality Pocket;Druggable Family	strong
ENSG00000124766	62.0394953250764	1.59133805285858	0.255170355743142	1.51063062278374	6.23637510017207	4.47826555589443e-10	5.18634760364635e-08	True	SOX4	protein_coding	none		
ENSG00000013297	35.3972336868162	1.50954251408888	0.242079861120644	1.43319131058265	6.23572116697713	4.49701496071688e-10	5.18634760364635e-08	True	CLDN11	protein_coding	none		
ENSG00000145284	44.959278642975	1.44249196099351	0.232669567947612	1.369052137847	6.19974487303084	5.65547616977368e-10	6.47709117999358e-08	True	SCD5	protein_coding	B	High-Quality Ligand;Druggable Family	strong
ENSG00000067715	30.2951892877931	-1.33209999798302	0.215016378077097	-1.26272080693783	-6.19534200090274	5.81586074900237e-10	6.61483968776186e-08	True	SYT1	protein_coding	B	High-Quality Pocket	strong
